,name,synonym
14336,Lippia Citriodora Water,
14337,Liquidambar Orientalis Balsam Oil,
14338,Liriope Spicata Root Extract,
14339,Lithospermum Officinale Seed Oil,
14340,Liriodendron Tulipifera Leaf Water,
14341,Liriosma Ovata Wood Extract,
14342,Litsea Cubeba Leaf Extract,
14343,Lotus Japonicus Somatic Embryo Extract,
14344,Lithium Myristate,
14345,Sh-Pentapeptide-11 Sp,
14346,Lonicera Japonica Flower/Root/Glycyrrhiza Glabra Extract,
14347,Litsea Polyantha Leaf Extract,
14348,Lonicera Caerulea Fruit Water,
14349,Lotus Maritimus Flower/Leaf/Stem Extract,
14350,Lolium Perenne Leaf Oil,
14351,Octadecane,
14352,Liver Hydrolysate,
14353,Lolium Perenne Flower Extract,
14354,Abies Alba Extract,
14355,Luffa Cylindrica Fruit Water,
14356,Litsea Glutinosa Bark Extract,
14357,Lodoicea Maldivica Fruit Extract,
14358,Lolium Perenne Fruit Extract,
14359,Sclerocarya Birrea Seed Oil Peg-8 Esters,
14360,Lonicera Periclymenum Callus Culture Extract,
14361,Luffa Cylindrica Leaf Extract,
14362,Lotus Japonicus Symbiosome Extract,
14363,Luffa Cylindrica Callus Extract,
14364,Livistona Chinensis Fruit Extract,
14365,Lolium Perenne Fruit Oil,
14366,Lonicera Caerulea Fruit,
14367,Lonicera Japonica Callus Lysate,
14368,Lophophytum Elongatum Extract,
14369,Luffa Cylindrica Leaf,
14370,Lupine Amino Acids,
14371,Luffa Cylindrica,
14372,Pinus Halepensis Needle Extract,
14373,Rosa Alba Leaf/Stem Extract,
14374,Lycium Barbarum Amino Acids,
14375,Lutetium Chloride,
14376,Lycium Chinense Callus Extract,
14377,Lycium Chinense Fruit Water,
14378,M-Tolyl Phenylacetate,
14379,Luffa Cylindrica Stem Extract,
14380,Magnesium Coceth Sulfate,
14381,Lupeyl Isonicotinate,
14382,Lycium Chinense Fruit/Root Extract,
14383,Sh-Polypeptide-16,
14384,Lysine Glutamate,
14385,Glycine Soja Seed Powder,
14386,Lycopus Maackianus Callus Culture Extract,
14387,Lupinus Albus Oil Unsaponifiables,
14388,Luteum Ovi Powder,
14389,Lysine Hyaluronate,
14390,Lycium Chinense Fruit Juice,
14391,Lysimachia Clethroides Extract,
14392,Luteum Ovi Extract,
14393,Lycium Chinense Fruit/Safflower Flower/Root/Poria Cocos Extract,
14394,Lycopodium Clavatum Exine,
14395,Lysophosphatidylcholinylchlorin E6,
14396,Lythrum Salicaria Flower/Leaf/Stem Extract,
14397,Lysine Lauroyl Methionate,
14398,Lychnis Cognata Root Extract,
14399,Lycium Chinense Fruit/(Angelica Dahurica/Rehmannia Glutinosa/Scutellaria Baicalensis) Root Extract,
14400,Lycopsis Arvensis Fruit/Leaf/Root/Stem Extract,
14401,Lysimachia Mauritiana Extract,
14402,Lysine Aspartate,
14403,Lysine Dna,
14404,Lycoris Aurea Extract,
14405,Lysine Arganate,
14406,M-Aminophenol Hcl,
14407,Maackia Amurensis Stem Extract,
14408,Maackiasin,
14409,M-Aminophenol Sulfate,
14410,Macroptilium Atropurpureum Flower/Leaf/Stem Extract,
14411,Ethanolamine Thioglycolate,
14412,Lysophosphatidylethanolamine,
14413,M-Cresol,
14414,M-Tolualdehyde,
14415,Maackia Fauriei Leaf Oil,
14416,Machilus Odoratissima Bark Extract,
14417,M-Dimethylaminophenyl Urea,
14418,Maackia Amurensis Branch Extract,
14419,M-Aminophenol,
14420,Macrotomia Euchroma Root Extract,
14421,Madrox,
14422,Machilus Japonica Extract,
14423,Lindera Erythrocarpa Leaf/Twig Water,
14424,Lilium Speciosum Rubrum Bulb Extract,
14425,Lilium Longiflorum Flower Extract,
14426,Lilium Candidum Bulb/Cymbidium Grandiflorum Flower/Malva Sylvestris Extract,
14427,Ligustrum Vulgare Fruit Extract,
14428,Linalyl Butyrate,
14429,Lauroyl Silk Amino Acids,
14430,Laurtrimonium Bromide,
14431,Lauroyl Collagen Amino Acids,
14432,Lauroyl Polyneopentyl Glycol Adipate,
14433,Lauric/Myristic/Palmitic/Stearic Glycerides,
14434,Laurus Nobilis Flower/Leaf/Stem Water,
14435,Saccharomyces Ferment Lysate Filtrate,
14436,Laurus Nobilis Oil,
14437,Lauryl Aminopropylglycine,
14438,Lauryl Diethylenediaminoglycine Hcl,
14439,Lauroyl Pei-233/Polycaprolactone Copolymer,
14440,Lauroyloxy Isobutyroyloxy Isohexanoic Acid,
14441,Laurus Nobilis Fruit Extract,
14442,Laurus Nobilis Leaf Water,
14443,Lauryl 3-Glyceryl Ascorbate,
14444,Lauryl Dimethicone Peg-10 Phosphate,
14445,Lauryl Malamide,
14446,Fructooligosaccharide Hexyldecanoate,
14447,Lauryl 2-Glyceryl Ascorbate,
14448,Lauryl Aspartic Acid,
14449,Lauroylglycine Lysinate,
14450,Lauryl Oleate,
14451,Lauryl Stearate,
14452,Lauryl Acetate,
14453,Lauryl Carpotroche Brasiliensis Seedate,
14454,Lauryl Trimethicone,
14455,Lauryl Pg-Dimonium Chloride,
14456,Lauryl Polydimethylsiloxyethyl Dimethicone/Bis-Vinyldimethicone Crosspolymer,
14457,Lauryl Sultaine,
14458,Laurus Nobilis Leaf,
14459,Laurus Nobilis Leaf/Stem Water,
14460,Laurus Nobilis Fruit Oil,
14461,Lauryl Behenate,
14462,Lauryl Diethylenediaminoglycine,
14463,Lauryl Isopentyl-Peg/Ppg-18/18 Methicone,
14464,Lauryl Dimethylamine Cyclocarboxypropyloleate,
14465,Saccharomyces/Tourmaline Ferment,
14466,Urea-D-Glucuronic Acid,
14467,Lavandula Angustifolia Phytoplacenta Extract,
14468,Lavandula Hybrida Abrial Herb Extract,
14469,Lavandula Hybrida Extract Acetylated,
14470,Lauryl Methacrylate/Methacryloyloxypropyl Dimethicone Copolymer,
14471,Lauryl Myristate,
14472,Lauryl Peg-8 Dimethicone/Dimer Dilinoleate Copolymer,
14473,Lauryl Theobroma Grandiflorum Seedate,
14474,Juniperus Mexicana Wood Extract Epoxidized,
14475,Lauryl Peg-10 Methyl Ether Dimethicone,
14476,Lauryl Polyglyceryl-6 Cetearyl Glycol Ether,
14477,Lavandula Angustifolia Flower Powder,
14478,Lavandula Angustifolia Angustifolia Herb Extract,
14479,Peg-5 Hydrogenated Castor Oil,
14480,Lecithinamide Dea,
14481,Lauryl/Myristyl Wheat Bran/Straw Glycosides,
14482,Hazelnut Seed Oil Polyglyceryl-6 Esters,
14483,Lavandula Officinalis Extract Sulfurized Palladium Salt,
14484,Lawsonia Inermis Callus Culture Extract,
14485,Lavandula Angustifolia Callus Extract,
14486,Lavandula Intermedia Oil,
14487,Malpighia Glabra Fruit Juice,
14488,Lavandula Dentata Flower/Leaf Oil,
14489,Lavandula Angustifolia Flower/Leaf/Stem Water,
14490,Lavandula Dentata Water,
14491,Lavandula Hybrida Barreme Herb Oil,
14492,Lawsonia Inermis Cera,
14493,Rosa Multiflora Fruit,
14494,Leontopodium Alpinum Callus Powder,
14495,Lavandula Latifolia Herb Extract,
14496,Chitin Sulfate,
14497,Lepidium Meyenii Extract,
14498,Lespedeza Cuneata Callus Extract,
14499,Lavandula Spica Herb Extract,
14500,Ledebouriella Seseloides/Lotus Corniculatus Seed Extract,
14501,Rubus Arcticus Fruit Extract,
14502,Lentisphaera Araneosa Ferment Filtrate,
14503,Lepechinia Caulescens Leaf Extract,
14504,Potassium Nitrate,
14505,Lepidium Apetalum Seed Extract,
14506,Leptadenia Reticulata Leaf Extract,
14507,Leptospermum Scoparium Branch/Flower/Leaf Water,
14508,Ledum Palustre Extract,
14509,Tinospora Cordifolia Root Extract,
14510,Lentinus Edodes/Licorice Root Extract Ferment Filtrate,
14511,Leonurus Sibiricus Callus Culture Extract,
14512,Lespedeza Cuneata Extract,
14513,Lepidium Meyenii Root Powder,
14514,Linalyl Propionate,
14515,Lemmaphyllum Microphyllum Extract,
14516,Leontopodium Alpinum Callus Extract,
14517,Tanacetum Vulgare Flower Extract,
14518,Leonurus Japonicus Extract,
14519,Leonurus Sibiricus Seed Extract,
14520,Lethariella Cladonioides Extract,
14521,Lepidium Meyenii/Plukenetia Volubilis Seed Extract,
14522,Lespedeza Cyrtobotrya Callus Extract,
14523,Leuconostoc/Ledebouriella Divaricata Root/Angelica Dahurica Root/Angelica Tenuissima Root/Magnolia Liliflora Bud/Asarum Sieboldi Root/Paeonia Suffruticosa Root/Cnidium Officinale Root/Angelica Gigas Root/Aucklandia Lappa Root/Achyranthes Japonica Root/Eucommia Ulmoides Bark/Angelica Pubescens Root/ Aconitum Koreanum Root Ferment,
14524,Levan/Fructose/Glucose/Sucrose,
14525,Ligninase,
14526,Ligustrum Japonicum Wood Extract,
14527,Lepisorus Thunbergianus Extract,
14528,Leptadenia Reticulata Leaf Powder,
14529,Leucosidea Sericea Leaf Extract,
14530,Levisticum Officinale Leaf Extract,
14531,Ligusticum Jeholense Flower/Root Extract,
14532,Lespedeza Cyrtobotrya Extract,
14533,Leucanthemum Vulgare Flower/Leaf/Stem Extract,
14534,Leuconostoc/Luffa Cylindrica Stem Sap Ferment Filtrate,
14535,Levisticum Officinale Leaf Oil,
14536,Liatris Odoratissima Leaf Oil,
14537,Ligularia Stenocephala Extract,
14538,Shale Extract,
14539,Leuconostoc/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/ Cinnamomum Cassia Ferment,
14540,Leuconostoc/Saccharomyces/Octopus Mantle Ferment Extract Filtrate,
14541,Lignosus Rhinocerus Sclerotium Extract,
14542,Lilium Bulbiferum Flower/Leaf/Stem Juice,
14543,Liatris Odoratissima Leaf Extract,
14544,Ligusticum Sinense Root Extract,
14545,Ligustrum Lucidum Leaf Extract,
14546,Lilium Brownii Bulb Extract,
14547,Lilium Japonicum Extract,
14548,Limnophila Chinensis Leaf Extract,
14549,Linalyl Isobutyrate,
14550,Ligustrum Lucidum Fruit Extract,
14551,Ligustrum Obtusifolium Branch/Leaf Extract,
14552,Aloe Barbadensis Leaf/Sucrose Ferment Filtrate,
14553,Lilium Martagon Bulb Extract,
14554,C12-18 Alkyl Glucoside,
14555,Lauroyl Methyl Glucamide,
14556,Lauroyl Alanine,
14557,Laureth-8 Phosphate,
14558,Laureth-4 Phosphate,
14559,Lactobacillus/Pichia/Saccharomycopsis/Rice Bran Extract Ferment Filtrate,
14560,Lactobacillus/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/Cinnamomum Cassia Ramulus Bark Ferment Filtrate,
14561,Lactobacillus/Phellinus Linteus Mycelium/Rice Ferment Extract,
14562,Lactobacillus/Panax Ginseng Berry/Leaf/Root Extract Ferment,
14563,Lactobacillus/Prunus Mume Fruit Extract Ferment Extract Filtrate,
14564,Lactobacillus/Oryza Sativa Bran/Saccharomyces/Camellia Sinensis Leaf Extract Ferment,
14565,Lactobacillus/Panax Ginseng Root Ferment Filtrate,
14566,Lactobacillus/Phyllostachys Heterocycla Stem Ferment Extract,
14567,Lactobacillus/Pichia/Saccharomycopsis/Rice Bran Extract Ferment Filtrate Extract,
14568,Laevo-Carvyl Acetate,
14569,Lactobacillus/Prunus Mume Fruit/Leaf/Root Extract Ferment Filtrate,
14570,Lactobacillus/Saccharomyces/Euterpe Oleracea Fruit Extract Ferment Filtrate,
14571,Laureth-12 Succinate,
14572,Lactobacillus/Pichia/Saccharomyces/Rice Bran Extract/Saccharina Japonica Extract Ferment Filtrate,
14573,Hydrolyzed Salmon Ovary Membrane Extract,
14574,Lactobacillus/Rhodopseudomonas/Saccharomyces/Rice Bran/Undaria Pinnatifida Ferment Filtrate,
14575,Lactobacillus/Saccharomyces/Achyranthis Radix Root/Angelica Gigantis Root/Cuscuta Japonica Seed/Cynanchum Wilfordii Root/Lycium Chinense Fruit/Panax Ginseng Root/Poria Cocos Fruiting Body Ferment Filtrate,
14576,Lactobacillus/Saccharomyces/Panax Ginseng Root Ferment Extract,
14577,Saccharomyces/Antler Velvet/Arbutin/Citrus Limon Fruit/Ganoderma Lucidum Stem/Panax Ginseng Root/Pinus Sylvestris Bud/Propagermanium/Royal Jelly/Salmon Egg/Turtle Oil Ferment Extract Filtrate,
14578,Lactobacillus/Rhodopseudomonas/Saccharomyces/Molasses/Yeast Extract/Magnesium Chloride/Calcium Carbonate Ferment Filtrate,
14579,Hornet Venom,
14580,Lactobacillus/Saccharomyces/Pichia Anomala/Camellia Sinensis Leaf Extract/Honey Ferment Extract Filtrate,
14581,Lactobacillus/Soymilk/Peucedanum Japonicum Leaf/Stem Ferment Filtrate,
14582,Canarium Luzonicum Leaf Extract,
14583,Lactobacillus/Saccharomyces/Astragalus Membranaceus Root Extract Ferment Filtrate,
14584,Hornet Silk,
14585,Lactobacillus/Saccharomyces/Polygonatum Multiflorum Root Ferment Extract,
14586,Lactobacillus/Saccharomyces/Rice Bran Extract/Sophora Japonica Root Extract Ferment Filtrate,
14587,Lactobacillus/Saccharomyces/Zizyphus Fructus Fruit Ferment Filtrate,
14588,Lactobacillus/Silkworm Cocoon Extract Ferment Filtrate,
14589,Lactoyl Methylsilanol Elastinate,
14590,Lactobacillus/Soybean Seed Ferment Extract Filtrate,
14591,Lactobacillus/Saccharomyces/Magnolia Officinalis Bark Ferment Extract,
14592,Lactobacillus/Saccharomyces/Usnea Longissima Ferment Filtrate,
14593,Lactobacillus/Sedum Kamtschaticum Leaf/Stem Ferment Filtrate,
14594,Lactoscatone,
14595,Lactobacillus/Saccharomyces/Polygonatum Sibiricum Rhizome Ferment Extract,
14596,Lactobacillus/Schizosaccharomyces/Camellia Sinensis Leaf Extract Ferment Filtrate,
14597,Lactobacillus/Streptococcus Thermophilus/Bifida/Yellow Ocher Ferment Lysate Extract,
14598,Diethylhexyl Sebacate,
14599,Lactobacillus/Saccharomyces/Rehmannia Glutinosa Root Ferment Extract,
14600,Tripeptide-65 Dimer,
14601,Saccharomyces/Mother Of Pearl Ferment Lysate Filtrate,
14602,Lactobacillus/Wine Stillage Ferment,
14603,Aruncus Aethusifolius Extract,
14604,Lactococcus/Nonfat Milk Ferment Filtrate,
14605,Lactoyl Phytosphingosine,
14606,Lagerstroemia Speciosa Leaf Extract,
14607,Davidsonia Pruriens Fruit Extract,
14608,Lactococcus/Leuconostoc/Lactobacillus/Zygosaccharomyces/Milk Ferment,
14609,Lapis Lazuli Extract,
14610,Laneth-9 Acetate,
14611,Larix Leptolepis Wood Extract,
14612,Lathyrus Odoratus Leaf Extract,
14613,Lactobacillus/Wine Extract Ferment Filtrate,
14614,Hydrolyzed Oyster Extract,
14615,Laetiporus Sulphureus Mycelium Extract,
14616,Hydrolyzed Oyster Glycoprotein,
14617,Hydrolyzed Oyster Shell Extract,
14618,Lactuca Scariola Sativa Leaf Juice,
14619,Lagerstroemia Indica Extract,
14620,Laneth-10 Acetate,
14621,Laneth-60,
14622,Lanolin Ricinoleate,
14623,Kuroda's Sea Hare Secretion Extract,
14624,Landolphia Owariensis Extract,
14625,Laneth-20,
14626,Laneth-50,
14627,Lappula Squarrosa Seed Oil,
14628,Tallow Betaine,
14629,Lathyrus Japonicus Extract,
14630,Lauralkonium Bromide,
14631,Laneth-75,
14632,Lantana Camara Flower/Leaf/Stem Extract,
14633,Lard Glyceride,
14634,Larixol,
14635,Laurdimonium Chlorohydroxypropyl Chloride,
14636,Lauramide/Myristamide Dea,
14637,Lanolinamide Dea,
14638,Lantana Camara Leaf Extract,
14639,Lapis Lazuli,
14640,Larix Sibirica Needle Extract,
14641,Larrea Mexicana Extract,
14642,Lauralkonium Chloride,
14643,Lauraminopropylamine,
14644,Larix Decidua Leaf Cell Extract,
14645,Larix Kaempferi Root Bark Extract,
14646,Lauramidopropyl Acetamidodimonium Chloride,
14647,Saccharomyces/Camellia Sinensis Extract Ferment Filtrate,
14648,Lauraminopropionic Acid,
14649,Laurdimonium Hydroxypropyl Decylglucosides Chloride,
14650,Lauramidobutyl Guanidine Acetate,
14651,Lauramidopropyl Dimethylamine Propionate,
14652,Laureth-100,
14653,Dimethicone Peg-8 Polyacrylate,
14654,Laureth-15,
14655,Laurdimonium Hydroxypropyl (Arginine/Glutamic Acid/Isoleucine/Leucine/Lysine/Phenylalanine/Proline/Threonine/Valine),
14656,Laureth-13 Carboxylic Acid,
14657,Laureth-16,
14658,Laurimino Bispropanediol,
14659,Laureth-5 Butyl Ether,
14660,Lauroyl Beta-Alanine,
14661,Laurdimoniumhydroxypropyl Laurylglucosides Chloride,
14662,Laureth-11,
14663,Laureth-13,
14664,Laureth-14 Carboxylic Acid,
14665,Laureth-8 Carboxylic Acid,
14666,Methyloctenol,
14667,Lauriminodipropionic Acid,
14668,Laureth-13 Pg-Hydroxyethylcellulose,
14669,Laurdimoniumhydroxypropyl Decylglucosides Chloride,
14670,Lauroyl Arginine,
14671,Laureth-17 Carboxylic Acid,
14672,Laureth-2 Phosphate,
14673,Laureth-38,
14674,Lauroyl Hydrolyzed Elastin,
14675,Lauroyl Methylglucamide Laurate,
14676,Laureth-2 Acetate,
14677,Laureth-6,
14678,Cymbopogon Citratus Extract,
14679,Laureth-3 Phosphate,
14680,Cyclohexanediol Dicaprylate,
14681,Lactobacillus/Phragmites Communis Root Extract Ferment Filtrate,
14682,Lactobacillus/Perilla Frutescens Leaf Ferment Extract Filtrate,
14683,Chicken Neural Cell Conditioned Media,
14684,Sr-Shark Polypeptide-1,
14685,Lactobacillus/Paecilomyces Japonica Mycelium/Panax Ginseng Root Ferment Filtrate,
14686,Lactobacillus/Milk/Calcium/Phosphorus/Magnesium/Zinc Ferment,
14687,Lactobacillus/Rice/Camellia Sinensis Leaf/Taraxacum Platycarpum Ferment Extract,
14688,Cow Platelets,
14689,Lactobacillus/Prunus Mume Flower Extract Ferment Filtrate,
14690,Camellia Seed Oil/Hydrogenated Camellia Seed Oil Esters,
14691,Kefiran,
14692,Kidachi Aloe Youjyuu Matsu,
14693,Kadsura Coccinea Root Extract,
14694,Kaempferia Parviflora Rhizome Water,
14695,Kalanchoe Gastonis-Bonnieri Leaf Extract,
14696,Kazachstania/Kluyveromyces/Lactobacillus/Nonfat Milk Ferment Powder,
14697,Camellia Sinensis Leaf/Iron Hydroxide Powder,
14698,Kazachstania/Prunus Mume Fruit Extract Ferment Filtrate,
14699,King Cobra Venom,
14700,Kjellmaniella Crassifolia Powder,
14701,Kluyveromyces/Lactobacillus/Acanthopanax Koreanum Bark/Stem Oil Ferment Filtrate,
14702,Kluyveromyces/Lactobacillus/Camellia Japonica Seed Oil/Camphor Bark Extract Ferment Filtrate,
14703,Lanthanum Chloride,
14704,Kazachstania/Citrus Junos Fruit Extract Ferment Filtrate,
14705,Kephalis,
14706,Gynura Bicolor Extract,
14707,Kloeckaera/Saccharomyces/Leuconostoc/Grape Ferment,
14708,Kluyveromyces/Lactobacillus/Apricot Kernel Ferment Oil Filtrate,
14709,Kluyveromyces/Lactobacillus/Camellia Japonica Seed Oil Ferment Filtrate,
14710,Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment,
14711,Kerria Japonica Flower Extract,
14712,Kluyveromyces/Lactobacillus/Abies Grandis Leaf Oil Ferment Filtrate,
14713,Kluyveromyces/Lactobacillus/Ophiopogon Japonicus Root Oil Ferment Filtrate,
14714,Kluyveromyces/Lactobacillus/Artemisia Princeps Leaf Oil Ferment Filtrate,
14715,Kluyveromyces/Lactobacillus/Evening Primrose Flower Oil Ferment Filtrate,
14716,Kluyveromyces/Lactobacillus/Lycium Chinense Fruit Oil Ferment Filtrate,
14717,Kluyveromyces/Lactobacillus/Pinus Koraiensis Seed Ferment Oil Filtrate,
14718,Laccase,
14719,Kluyveromyces/Lactobacillus/Cinnamomum Camphora Bark Oil Ferment Filtrate,
14720,Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces/Hydrolyzed Rice Protein Ferment Filtrate,
14721,Kushenols/Kurarinone,
14722,Kluyveromyces/Lactobacillus/Plumeria Alba Flower Oil Ferment Filtrate,
14723,Kojylmethyl Dichlorobenzyl Piperazine,
14724,L-Menthanone,
14725,Kluyveromyces/Lactobacillus/Leuconostoc Soybean Ferment Filtrate,
14726,Kluyveromyces/Lactobacillus/Sapindus Mukorossi Fruit Oil Ferment Filtrate,
14727,Kniphofia Uvaria Seed Oil,
14728,Labisia Pumila Extract,
14729,Lactate Dehydrogenase,
14730,Kluyveromyces/Lactobacillus/Phaseolus Angularis Seed Oil Ferment Filtrate,
14731,Kluyveromyces/Lactobacillus/Sesame Seed Oil Ferment Filtrate,
14732,Kluyveromyces/Saccharum Officinarum Stem Juice Extract Ferment Filtrate,
14733,Kummerowia Striata Root Extract,
14734,L-Carvyl Propionate,
14735,Lachancea/Hydrolyzed Rice Ferment Filtrate,
14736,Kluyveromyces/Lactobacillus/Pinus Densiflora Leaf Oil Ferment Filtrate,
14737,Kochia Scoparia Fruit Extract,
14738,Krameria Cistoides Root Extract,
14739,Lachancea/Hydrolyzed Germinated Rice Grain Ferment Lysate Filtrate,
14740,Lactamidopropyl Trimonium Chloride,
14741,Labisia Pumila Leaf/Root Extract,
14742,Lactis Serum Proteinum,
14743,Lactobacillus/Artemisia Princeps Leaf Extract/Honeysuckle Flower Extract/Paeonia Albiflora Root Extract/Phellodendron Amurense Bark Extract Ferment Filtrate,
14744,Lactobacillus/Cocoa Fruit Ferment Filtrate,
14745,Citrus Grandis Peel Powder,
14746,Lactobacillus/(Citrus Junos/Prunus Mume/Punica Granatum) Fruit Ferment Filtrate,
14747,Lactobacillus/Barley Extract Ferment Filtrate,
14748,Lactis Proteinum Extract,
14749,Lactobacillus/(Angelica Acutiloba/Cnidium Officinale/Glycyrrhiza Glabra/Paeonia Albiflora) Root/ Schisandra Chinensis Fruit Ferment Extract Filtrate,
14750,Lactobacillus/Agastache Rugosa Leaf/Stem Extract Ferment Filtrate,
14751,Lactobaccillus/Hibiscus Sabdariffa Callus Culture Ferment Filtrate,
14752,Lactobacillus/(Coix Lacryma-Jobi Ma-Yuen Seed/Nelumbo Nucifera Seed/Sinapis Alba Seed/Soybean Seed/Germinated Rice Grain) Extract Ferment Filtrate,
14753,Hydrolyzed Egg Protein,
14754,Lactobacillus/Aloe Barbadensis Leaf/Liquidambar Styraciflua Ferment Filtrate,
14755,Defatted Egg Yolk Powder,
14756,Lactobacillus/Angelica Gigas Root Extract/Panax Ginseng Root Extract/Rubus Coreanus Fruit Extract/Schisandra Chinensis Fruit Extract Ferment Filtrate,
14757,Lactobacillus Lac/Calcium/Phosphorous/Magnesium/Zinc Ferment,
14758,Lactobacillus/(Cinnamomum Cassia/Magnolia) Bark/(Alpinia Officinarum/Angelica Gigas) Root Ferment Extract Filtrate,
14759,Lactobacillus/Alfalfa Leaf/Brassica Napus Sprout/Cabbage Leaf/Panax Ginseng Berry/Wheat Germ Extract Ferment Filtrate,
